stopID,stopName,baselineAvgMinutes,closedStopAvgMinutes,deltaMinutes,walkOnlyTrips,note
"000000002679","Bystævnet (Gadelandet)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000010057","Hovedbanegården (Istedgade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000048645","Refshaleøen (Refshalevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000029328","Ørestad St. (Ørestads Boulevard)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000056026","Dragør Golfklub (Kalvebodvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000030303","Prags Boulevard (Vermlandsgade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000913","Ingolfs Allé (Irlandsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000912","Sundbyvester Park (Irlandsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002073","Husum Torv (Storegårdsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000004493","Domus Vista (Roskildevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002072","Bystævnet (Storegårdsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000003166","Kraftværksvej (Forlandet)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000004496","Skellet (Roskildevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000003170","Kraftværksvej (Forlandet)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002086","Peter Bangs Vej (Ålholmvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000005596","Kastruplundgade (Saltværksvej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000028436","Rødkilde Skole (Bellahøjvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000029526","Holmens Kirke (Holmens Kanal)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002289","Frederikssundsvej (Mørkhøjvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000003149","Lille Triangel (Classensgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000051868","Amager Hospital (Italiensvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000051869","Amager Hospital (Italiensvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000003122","Jyllingevej St.",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000003121","Krogebjerg (Jyllingevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000097","Nørre Gymnasium (Mørkhøjvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000003120","Damhusengen (Jyllingevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001179","C.F. Richs Vej (Apollovej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000028413","Kastruplundgade (Alleen)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000002028","Tingbjerg Skole (Ruten)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002029","Tingbjerg Kirke (Ruten)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000051870","Grækenlandsvej (Elbagade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000051871","Grækenlandsvej (Elbagade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000002042","Skt. Annæ Gade (Prinsessegade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000028412","Kastruplundgade (Alleen)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000028411","Sirgræsvej (Alleen)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000002043","Bodenhoffs Plads (Prinsessegade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000054911","Orientkaj St. (Stubbeløbgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000051886","Melstedvej (Tårnbyvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000007965","Ålholm Plads (Roskildevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007141","Langdraget (Grøndals Parkvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000046743","Ørestad St. (Ørestads Boulevard)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000007146","Landlystvej (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007147","Lykkebovej (Vigerslevvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000984","Birkelund (Fælledvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000985","Søvang  Rønnevej (Fælledvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000991","Ullerupstræde (Tømmerupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000751","Randkløve Allé (Amager Landevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000753","Gammel Kirkevej (Amager Landevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001601","Skøjtevej (Amager Strandvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000752","Korsvejens Skole (Amager Landevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000010559","Færgehavn Nord (Kattegatvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000001602","Den Blå Planet (Amager Strandvej)",62.42,62.42,0.00,123,"6 baseline trips used this stop"
"000000000755","Maglebo (Amager Landevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000754","Skyttehøj (Amager Landevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000757","Højskole Allé (Amager Landevej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000000999","Plejehjemmet Løjtegårdsvej (Løjtegårdsvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000998","Englandsvej (Løjtegårdsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000756","Løjtegårdsvej (Amager Landevej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000000759","Østbirk Allé (Tømmerupvej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000000758","Tømmerup Stationsvej (Amager Landevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000001609","Sundby Kirkegård (Kastrupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001608","Amager Hospital (Kastrupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000045432","Brydes Allé (Peder Lykkes Vej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007123","Lundevangen (Tuborgvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000962","Fægårdsvej (Tømmerupvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000966","Møllevangstien (Kalvebodvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000965","Rågård  Ullerup (Tømmerupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000009794","Amager Strandvej (Skøjtevej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000009795","Kastruplundgade (Saltværksvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000974","Rosenlundsvej (Kalvebodvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000979","TAMU-Center (Kalvebodvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007581","Baltikavej (Færgehavnsvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000007582","Baltikavej (Sundkrogsgade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000007100","Valbyhallen (Ellebjergvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007101","Spontinisvej (Stubmøllevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000006023","Rigshospitalet Syd (Tagensvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000953","Løjtegårdsskolen (Løjtegårdsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000952","Amager Landevej (Løjtegårdsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000955","Plejehjemmet Løjtegårdsvej (Løjtegårdsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000954","Amagerhallen (Løjtegårdsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000029591","Oberst Kochs Allé (Skøjtevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000048984","Oceankaj",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000006473","Emdrupvej (Lyngbyvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000048985","Oceankaj",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000010722","Lufthavnen Øst  Kystvejen (Kystvejen)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000010739","DSB Hallen (Kystvejen)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000010738","DSB Hallen (Kystvejen)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000930","Ved Diget (Kastruplundgade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000933","Skottegårdsskolen (Saltværksvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000932","Bredager Torv (Kastruplundgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000937","Ingolfs Allé (Irlandsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001440","Skellet (Valby Langgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001436","Ryparken (Rymarksvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000003857","Sundbyvester Plads",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000054522","Orientkaj St. (Sundkrogsgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000044974","Vestamager Centret (Ugandavej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000044973","Tornholms Ager (Ugandavej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000110","Vejlands Allé (Englandsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001205","Bremensgade (Holmbladsgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000052352","Postnord (Kystvejen)",62.42,62.42,0.00,123,"5 baseline trips used this stop"
"000000002742","Frederikssundsvej (Mørkhøjvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001657","Øster Farimagsgade Skole (Øster Farimagsgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001662","Webersgade (Øster Farimagsgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000335","Gladsaxevej (Frederiksborgvej)",62.42,62.42,0.00,123,"7 baseline trips used this stop"
"000000000336","Emdrup Torv (Frederiksborgvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000050195","KB Hallen (Peter Bangs Vej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000053220","Engvej (Italiensvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000053222","Femøren St. (Engvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007182","Kirsebærhaven (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007183","Åhaven (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007181","Stakhaven (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000045859","Hjallerup Allé (Ugandavej)",62.42,62.42,0.00,123,"5 baseline trips used this stop"
"000000000790","Skyttehøj (Amager Landevej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000001631","Den Blå Planet (Amager Strandvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000781","Dragør Rådhus (Kirkevej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000000784","Høgsbrovej (Tømmerupvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000002960","Islevholm (Islevhusvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000783","Tømmerup (Tømmerupvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000302","Mosesvinget (Horsebakken)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000786","Tømmerup Stationsvej (Amager Landevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000785","Østbirk Allé (Tømmerupvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000788","Løjtegårdsvej (Amager Landevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000787","Højskole Allé (Amager Landevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000010105","Frederiksberg Hospital (Vej 8)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000308","Hyrdevangen (Horsebakken)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000309","Lærkebakken (Horsebakken)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007195","Strødamvej (Lersø Parkallé)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007197","Emdrup St. (Lersø Parkallé)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000045860","Vestamager Centret (Ugandavej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007198","Emdrup Søpark (Emdrupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007199","Banebrinken (Emdrupvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000794","Willumsvej (Amagerbrogade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000310","Mosesvinget (Horsebakken)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000799","Dyvekeskolen (Englandsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000798","Sundbyvestervej (Englandsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000010115","Kildevældsparken (Vennemindevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000760","Høgsbrovej (Tømmerupvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000764","Slørvej (Kirkevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000763","Dragør Rådhus (Kirkevej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000000766","Jægervej (Kirkevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000768","Kongevejen (Stationsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002948","Husum St. (Islevhusvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000010561","Nordsøvej (Kattegatvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000002949","Islevholm (Islevhusvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000010560","Nordsøvej (Kattegatvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000001619","Ndr. Frihavnsgade (Strandboulevarden)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007175","Folehaven (Vigerslevvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000007177","Kirsebærhaven (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007178","Stakhaven (Vigerslevvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000773","F.J. Madsens Vej (Stationsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000772","Nordre Tangvej (Stationsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001627","Sundby Kirkegård (Kastrupvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000779","HF Maglebylund (Kirkevej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000001628","Amager Hospital (Kastrupvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000001626","Øresundsvej (Kastrupvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000001629","Persiensvej (Kastrupvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001290","Bavnehøj Allé (Enghavevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001464","Tuborg Boulevard (Strandvejen)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000052821","Frederiksberg Allé St. (Platanvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000865","Vejlands Allé (Røde Mellemvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000010438","Skøjtevej (Amager Strandvej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000052467","Mosrosevej (Saltværksvej)",62.42,62.42,0.00,124,"2 baseline trips used this stop"
"000000001529","Frederiksberg Allé (Vesterbrogade)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000001371","Emdrupvej (Ryparken)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000006660","Ryparken St. (Lyngbyvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002753","Smyrnavej (Amagerbrogade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000853","Skalbjergvej (Englandsvej)",62.42,62.42,0.00,124,"1 baseline trips used this stop"
"000000003092","Vanløse  Ålekistevej (Jyllingevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000007094","Søndervangs Allé (Folehaven)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000007093","Vigerslevvej (Vigerslev Allé)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000000452","Husum Torv (Frederikssundsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000698","Valløvej (Brønshøjvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000051414","Folehaven (Retortvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000051415","Nøddehaven (Retortvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002009","Astrupvej (Frederikssundsvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001369","Hans Knudsens Plads (Lyngbyvej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000702","Rødkildevej (Godthåbsvej)",62.42,62.42,0.00,123,"2 baseline trips used this stop"
"000000000701","Bellahøjvej (Primulavej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000000307","Utterslev Torv (Horsebakken)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000005490","Scandiagade (Teglholmsgade)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000001596","Stubmøllevej (Hammelstrupvej)",62.42,62.42,0.00,123,"4 baseline trips used this stop"
"000000010053","Frederikssundsvej (Husumvej)",62.42,62.42,0.00,123,"3 baseline trips used this stop"
"000000002026","Energicenter Voldparken (Åkandevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000029590","Oberst Kochs Allé (Skøjtevej)",62.42,62.42,0.00,123,"1 baseline trips used this stop"
"000000002025","Husumvold Kirke (Åkandevej)",62.42,62.42,0.01,123,"1 baseline trips used this stop"
"000000007174","Lundevangen (Tuborgvej)",62.42,62.42,0.01,123,"1 baseline trips used this stop"
"000000002345","Nyhavnsbroen (Holbergsgade)",62.42,62.42,0.01,126,"5 baseline trips used this stop"
"000000000883","Tunisvej (Kongelundsvej)",62.42,62.42,0.01,124,"7 baseline trips used this stop"
"000000003154","Halfdansgade",62.42,62.42,0.01,123,"3 baseline trips used this stop"
"000000000814","Mågevænget (Krudttårnsvej)",62.42,62.43,0.01,123,"3 baseline trips used this stop"
"000000001305","Frederiks Brygge (Vasbygade)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000028000","Bella Center  Indgang Vest",62.42,62.43,0.01,123,"5 baseline trips used this stop"
"000000030520","Ved Diget (Kastruplundgade)",62.42,62.43,0.01,123,"11 baseline trips used this stop"
"000000001434","Sønderjyllands Allé (Peter Bangs Vej)",62.42,62.43,0.01,123,"6 baseline trips used this stop"
"000000027656","Greisvej (Backersvej)",62.42,62.43,0.01,123,"3 baseline trips used this stop"
"000000002190","Ceylonvej (Backersvej)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000002189","Samosvej (Backersvej)",62.42,62.43,0.01,123,"3 baseline trips used this stop"
"000000001061","Skottegårdsskolen (Kastrupvej)",62.42,62.43,0.01,123,"5 baseline trips used this stop"
"000000001060","Hyben Allé (Kastrupvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000001059","Postparken (Kastrupvej)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000000692","Bellahøjvej (Annebergvej)",62.42,62.43,0.01,123,"5 baseline trips used this stop"
"000000001299","Polititorvet (Bernstorffsgade)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000056011","Tivoli Hotel (Kalvebod Brygge)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000001594","Mozarts Plads St. (Mozartsvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000000730","Tycho Brahes Allé (Amagerbrogade)",62.42,62.43,0.01,123,"4 baseline trips used this stop"
"000000007173","Estersvej (Tuborgvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000007184","Folehaven (Vigerslevvej)",62.42,62.43,0.01,123,"8 baseline trips used this stop"
"000000051759","Nordvestkirken (Utterslevvej)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000007090","Vigerslev Allé (Vigerslevvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000028414","Holmens Kirke (Holmens Kanal)",62.42,62.43,0.01,126,"1 baseline trips used this stop"
"000000007964","Ålholm Plads (Ålholmvej)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000007158","Peter Bangs Vej (Grøndals Parkvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000007155","Landlystvej (Vigerslevvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000000920","Bredager Torv (Kastruplundgade)",62.42,62.43,0.01,123,"4 baseline trips used this stop"
"000000001247","Lersø Parkallé (Haraldsgade)",62.42,62.43,0.01,124,"2 baseline trips used this stop"
"000000005091","København Syd St.  Grønttorvet",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000005090","Folehaven (Gammel Køge Landevej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000000829","Mågevænget (Krudttårnsvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000033340","København Syd St. (Carl Jacobsens Vej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000001971","Sjællandsgade (Nørrebrogade)",62.42,62.43,0.01,123,"4 baseline trips used this stop"
"000000001972","Kapelvej (Nørrebrogade)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000001187","HF Stien (Carl Jacobsens Vej)",62.42,62.43,0.01,123,"3 baseline trips used this stop"
"000000055461","Sjælør St. (Carl Jacobsens Vej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000007586","Ålekistevej  Sløjfen",62.42,62.43,0.01,123,"5 baseline trips used this stop"
"000000001964","Kobbelvænget (Frederikssundsvej)",62.42,62.43,0.01,123,"2 baseline trips used this stop"
"000000001592","Sydhavns Plads (Borgbjergsvej)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000001521","Nygårdsvej (Østerbrogade)",62.42,62.43,0.01,123,"1 baseline trips used this stop"
"000000000691","Rødkildevej (Primulavej)",62.42,62.43,0.02,123,"2 baseline trips used this stop"
"000000000258","Husum Torv (Frederikssundsvej)",62.42,62.43,0.02,123,"4 baseline trips used this stop"
"000000001183","Toftegårds Plads (Vigerslev Allé)",62.42,62.43,0.02,123,"2 baseline trips used this stop"
"000000007130","Emdrup Søpark (Tuborgvej)",62.42,62.43,0.02,123,"1 baseline trips used this stop"
"000000001442","Langgade St. (Valby Langgade)",62.42,62.43,0.02,124,"3 baseline trips used this stop"
"000000028323","Knud Lavards Gade (Ingerslevsgade)",62.42,62.43,0.02,123,"5 baseline trips used this stop"
"000000002164","Åfløjen (Frederikssundsvej)",62.42,62.43,0.02,123,"2 baseline trips used this stop"
"000000003169","Margretheholm (Refshalevej)",62.42,62.43,0.02,123,"3 baseline trips used this stop"
"000000002912","Dybbølsbro St. (Ingerslevsgade)",62.42,62.43,0.02,123,"3 baseline trips used this stop"
"000000000667","Sønderport (Amagerbrogade)",62.42,62.44,0.02,123,"4 baseline trips used this stop"
"000000002806","Fabrikmestervej  Operaen",62.42,62.44,0.02,123,"2 baseline trips used this stop"
"000000001589","Bavnehøj Hallen (Enghavevej)",62.42,62.44,0.02,125,"3 baseline trips used this stop"
"000000000703","Hulgårdsvej (Godthåbsvej)",62.42,62.44,0.02,123,"2 baseline trips used this stop"
"000000052831","Carlsberg St. (Vesterfælledvej)",62.42,62.44,0.02,123,"1 baseline trips used this stop"
"000000000884","Ugandavej (Kongelundsvej)",62.42,62.44,0.02,125,"6 baseline trips used this stop"
"000000005763","Kongelundsvej (Oliefabriksvej)",62.42,62.44,0.02,125,"4 baseline trips used this stop"
"000000001340","Sønderjyllands Allé (Peter Bangs Vej)",62.42,62.44,0.02,123,"3 baseline trips used this stop"
"000000000919","Skottegårdsskolen (Saltværksvej)",62.42,62.44,0.02,123,"2 baseline trips used this stop"
"000000002275","Husumvej (Frederikssundsvej)",62.42,62.44,0.02,123,"5 baseline trips used this stop"
"000000007172","Rymarksvej (Tuborgvej)",62.42,62.44,0.02,123,"1 baseline trips used this stop"
"000000028390","Sundbyvester Plads",62.42,62.44,0.02,123,"2 baseline trips used this stop"
"000000001194","Englandsvej (Vejlands Allé)",62.42,62.44,0.02,123,"1 baseline trips used this stop"
"000000001195","Irlandsvej (Vejlands Allé)",62.42,62.44,0.02,123,"2 baseline trips used this stop"
"000000000795","Vejlands Allé (Amagerbrogade)",62.42,62.44,0.02,123,"5 baseline trips used this stop"
"000000006584","Nørreport St. (Nørre Voldgade)",62.42,62.44,0.02,123,"4 baseline trips used this stop"
"000000001189","Ellebjergvej (Borgm. Christiansens Gade)",62.42,62.44,0.02,123,"3 baseline trips used this stop"
"000000000939","Tingvej (Peder Lykkes Vej)",62.42,62.44,0.02,123,"3 baseline trips used this stop"
"000000033322","Galionsvej (Danneskiold-Samsøes Allé)",62.42,62.45,0.03,123,"5 baseline trips used this stop"
"000000002075","Korsager Allé (Husumvej)",62.42,62.45,0.03,123,"4 baseline trips used this stop"
"000000002076","Kildebrøndevej (Husumvej)",62.42,62.45,0.03,123,"1 baseline trips used this stop"
"000000002112","Vanløse  Jydeholmen (Ålekistevej)",62.42,62.45,0.03,123,"2 baseline trips used this stop"
"000000052816","Mozarts Plads St. (Borgm. Christiansens Gade)",62.42,62.45,0.03,123,"2 baseline trips used this stop"
"000000055335","Sluseholmen St. (Borgm. Christiansens Gade)",62.42,62.45,0.03,123,"2 baseline trips used this stop"
"000000001982","Ved Slusen (Sjællandsbroen)",62.42,62.45,0.03,123,"1 baseline trips used this stop"
"000000002747","Center Boulevard (Vejlands Allé)",62.42,62.45,0.03,123,"3 baseline trips used this stop"
"000000007193","Aldersrogade (Lersø Parkallé)",62.42,62.45,0.03,125,"4 baseline trips used this stop"
"000000028002","Bella Center St. (Martha Christensens Vej)",62.42,62.45,0.03,124,"7 baseline trips used this stop"
"000000052817","Mozarts Plads St. (Borgm. Christiansens Gade)",62.42,62.45,0.03,124,"2 baseline trips used this stop"
"000000028007","Digevej (Vejlands Allé)",62.42,62.45,0.03,124,"2 baseline trips used this stop"
"000000001679","Vanløse St.  Jydeholmen (Jydeholmen)",62.42,62.45,0.03,123,"2 baseline trips used this stop"
